,carat,cut,cut_ord,color,clarity,clarity_ord
1222,1.2,Ideal,5,D,SI1,3
1223,0.79,Very Good,3,E,SI2,2
1224,1.2,Good,2,E,VS2,5
1225,2.01,Premium,4,E,SI1,3
1226,0.72,Very Good,3,H,VS1,4
1227,1.1,Very Good,3,E,SI2,2
1228,0.23,Very Good,3,E,VVS2,6
1229,0.94,Ideal,5,F,I1,1
1230,2.16,Very Good,3,H,SI2,2
1231,0.27,Very Good,3,E,VVS2,6
1232,0.35,Ideal,5,E,SI1,3
1233,0.38,Ideal,5,G,VS1,4
1234,1.21,Very Good,3,F,VS1,4
1235,0.3,Premium,4,E,VVS2,6
1236,0.56,Ideal,5,D,VS2,5
1237,0.3,Good,2,H,SI2,2
1238,1.01,Premium,4,D,SI1,3
1239,0.34,Ideal,5,D,VS2,5
1240,0.32,Premium,4,E,VVS1,7
1241,1.01,Very Good,3,D,SI2,2
1242,0.31,Premium,4,E,SI1,3
1243,0.51,Ideal,5,G,SI1,3
1244,0.36,Premium,4,E,VS1,4
1245,0.5,Premium,4,D,SI1,3
1246,0.21,Premium,4,E,SI2,2
1247,0.9,Very Good,3,H,SI1,3
1248,1.03,Premium,4,E,SI2,2
1249,0.37,Ideal,5,F,SI1,3
1250,0.5,Premium,4,F,SI1,3
1251,1.01,Very Good,3,G,VS1,4
1252,0.84,Good,2,G,VS2,5
1253,0.76,Very Good,3,G,VS2,5
1254,0.23,Very Good,3,E,VVS1,7
1255,1.03,Premium,4,H,VS2,5
1256,0.9,Good,2,I,VS2,5
1257,0.32,Ideal,5,F,VVS1,7
1258,0.55,Ideal,5,F,VS2,5
1259,1.55,Premium,4,G,SI1,3
1260,0.35,Ideal,5,D,VS2,5
1261,1.51,Very Good,3,G,VS1,4
1262,0.38,Ideal,5,F,VS2,5
1263,0.33,Very Good,3,I,VVS2,6
1264,0.31,Ideal,5,G,IF,8
1265,0.3,Ideal,5,F,VS2,5
1266,1.22,Ideal,5,H,VS1,4
1267,0.4,Premium,4,F,VS1,4
1268,1.51,Very Good,3,J,I1,1
1269,1.01,Good,2,F,SI2,2
1270,0.51,Good,2,E,SI1,3
1271,0.32,Premium,4,F,VVS1,7
1272,1.28,Ideal,5,H,SI2,2
1273,0.33,Ideal,5,D,SI2,2
1274,1.11,Ideal,5,E,VS2,5
1275,2.21,Premium,4,G,SI2,2
1276,0.43,Good,2,F,SI1,3
1277,0.7,Premium,4,G,IF,8
1278,0.25,Very Good,3,F,IF,8
1279,0.5,Good,2,H,VS2,5
1280,0.24,Good,2,F,VS1,4
1281,0.3,Premium,4,E,SI1,3
1282,1.11,Very Good,3,H,SI2,2
1283,1.02,Fair,1,I,SI2,2
1284,0.31,Ideal,5,G,VVS1,7
1285,0.39,Ideal,5,G,VS1,4
1286,0.5,Premium,4,E,VS2,5
1287,0.7,Ideal,5,F,SI1,3
1288,0.32,Very Good,3,G,SI1,3
1289,0.3,Very Good,3,H,VS1,4
1290,0.41,Ideal,5,G,VVS2,6
1291,1.33,Fair,1,G,SI2,2
1292,0.3,Ideal,5,I,VVS1,7
1293,1.51,Premium,4,F,VS2,5
1294,0.38,Ideal,5,F,VVS1,7
1295,0.23,Very Good,3,D,VS2,5
1296,0.74,Ideal,5,G,VS2,5
1297,1.2,Very Good,3,H,SI2,2
1298,1.52,Ideal,5,G,SI1,3
1299,1.01,Ideal,5,G,VS2,5
1300,0.44,Ideal,5,E,VS2,5
1301,1.2,Premium,4,G,SI1,3
1302,1.3,Good,2,J,SI2,2
1303,0.31,Premium,4,H,SI1,3
1304,1.2,Ideal,5,G,VVS2,6
1305,0.79,Premium,4,D,SI1,3
1306,1.05,Ideal,5,F,VVS1,7
1307,0.7,Premium,4,G,SI2,2
1308,0.3,Very Good,3,J,VS2,5
1309,1.25,Ideal,5,G,VVS2,6
1310,2.07,Very Good,3,J,VS2,5
1311,1.52,Premium,4,F,VS2,5
1312,0.31,Ideal,5,G,VS2,5
1313,0.94,Ideal,5,F,SI2,2
1314,0.27,Very Good,3,E,VS2,5
1315,0.32,Ideal,5,G,IF,8
1316,0.35,Ideal,5,F,VS1,4
1317,1.2,Ideal,5,F,VVS1,7
1318,1.51,Premium,4,E,SI1,3
1319,0.4,Ideal,5,G,VS2,5
1320,0.33,Premium,4,G,VVS2,6
1321,1.51,Very Good,3,I,IF,8
1322,0.72,Premium,4,J,I1,1
1323,0.84,Very Good,3,G,VS2,5
1324,1.06,Very Good,3,F,SI1,3
1325,1.01,Premium,4,F,VS2,5
1326,0.38,Ideal,5,F,VVS2,6
1327,0.72,Ideal,5,H,VS1,4
1328,1.61,Very Good,3,E,SI2,2
1329,1.5,Very Good,3,J,VS1,4
1330,0.78,Good,2,J,SI1,3
1331,0.69,Fair,1,G,SI2,2
1332,0.32,Ideal,5,E,VS2,5
1333,0.51,Ideal,5,H,VVS2,6
1334,0.34,Ideal,5,F,VS1,4
1335,1.49,Very Good,3,F,I1,1
1336,0.5,Premium,4,F,VS1,4
1337,0.9,Good,2,E,SI1,3
1338,2.2,Premium,4,J,VS1,4
1339,0.51,Premium,4,G,VVS2,6
1340,2.38,Premium,4,H,SI1,3
1341,0.9,Premium,4,D,SI2,2
1342,1.05,Ideal,5,H,SI1,3
1343,0.61,Premium,4,I,VS2,5
1344,0.71,Very Good,3,H,VVS1,7
1345,1.01,Ideal,5,J,SI1,3
1346,0.4,Premium,4,H,VS2,5
1347,0.57,Premium,4,E,SI2,2
1348,1.74,Ideal,5,J,SI1,3
1349,0.37,Very Good,3,D,VS2,5
1350,0.53,Fair,1,E,SI1,3
1351,2.4,Fair,1,J,SI2,2
1352,0.71,Premium,4,E,SI1,3
1353,0.71,Fair,1,D,VS2,5
1354,0.51,Very Good,3,F,VS1,4
1355,0.95,Fair,1,J,SI1,3
1356,0.32,Good,2,F,VS2,5
1357,0.31,Premium,4,J,VS2,5
1358,0.9,Good,2,E,SI1,3
1359,0.51,Ideal,5,G,VVS2,6
1360,1.7,Premium,4,G,VS2,5
1361,0.31,Premium,4,E,VS2,5
1362,0.5,Very Good,3,E,VS2,5
1363,1.55,Very Good,3,D,SI2,2
1364,1.01,Very Good,3,E,SI1,3
1365,1.01,Very Good,3,E,SI1,3
1366,1.18,Ideal,5,I,SI1,3
1367,0.3,Ideal,5,F,VVS1,7
1368,0.76,Very Good,3,H,SI1,3
1369,0.92,Good,2,D,SI1,3
1370,0.72,Fair,1,H,SI2,2
1371,1.5,Very Good,3,D,VS2,5
1372,1.01,Ideal,5,H,SI1,3
1373,1.1,Ideal,5,H,SI1,3
1374,0.34,Very Good,3,F,SI2,2
1375,0.53,Ideal,5,E,SI1,3
1376,1.6,Premium,4,J,SI1,3
1377,0.31,Ideal,5,H,SI1,3
1378,0.31,Ideal,5,E,VS1,4
1379,1.5,Good,2,H,VS2,5
1380,1.02,Good,2,E,SI2,2
1381,1.01,Ideal,5,F,SI1,3
1382,0.4,Ideal,5,F,VVS2,6
1383,0.4,Ideal,5,E,VS2,5
1384,1.12,Premium,4,H,SI1,3
1385,0.31,Premium,4,H,SI1,3
1386,1.52,Premium,4,G,VVS2,6
1387,1.6,Ideal,5,I,SI2,2
1388,2,Premium,4,G,SI1,3
1389,0.58,Ideal,5,E,VS1,4
1390,2.06,Very Good,3,J,SI1,3
1391,0.56,Ideal,5,E,SI1,3
1392,0.51,Very Good,3,I,VS1,4
1393,1.01,Premium,4,H,VS2,5
1394,0.5,Very Good,3,J,VS2,5
1395,1.51,Ideal,5,G,VS1,4
1396,0.8,Premium,4,F,SI2,2
1397,0.52,Premium,4,G,VVS2,6
1398,1.48,Good,2,G,IF,8
1399,0.31,Ideal,5,D,VS2,5
1400,1.01,Ideal,5,D,SI2,2
1401,0.32,Very Good,3,H,SI1,3
1402,0.51,Premium,4,E,VS1,4
1403,0.71,Premium,4,H,SI2,2
1404,0.61,Very Good,3,I,VS2,5
1405,1.69,Premium,4,J,I1,1
1406,0.57,Ideal,5,E,VVS2,6
1407,1.22,Good,2,G,SI2,2
1408,1.38,Premium,4,J,SI1,3
1409,1.18,Ideal,5,I,VS1,4
1410,0.51,Ideal,5,G,VVS2,6
1411,1.7,Ideal,5,D,SI2,2
1412,0.4,Good,2,F,I1,1
1413,0.71,Ideal,5,F,VS1,4
1414,0.93,Good,2,G,SI1,3
1415,0.39,Very Good,3,I,VVS2,6
1416,1.01,Ideal,5,G,VVS2,6
1417,1.6,Premium,4,G,VS2,5
1418,0.32,Ideal,5,G,VVS1,7
1419,0.32,Good,2,D,SI2,2
1420,1,Very Good,3,E,SI2,2
1421,0.57,Ideal,5,E,VS2,5
1422,1,Premium,4,H,SI1,3
1423,0.53,Ideal,5,G,VVS2,6
1424,1.56,Premium,4,H,VS1,4
1425,0.5,Premium,4,G,VS1,4
1426,1.06,Ideal,5,G,VS2,5
1427,0.33,Premium,4,H,VS1,4
1428,0.9,Very Good,3,G,VVS2,6
1429,1,Premium,4,F,SI1,3
1430,0.31,Ideal,5,I,VVS1,7
1431,1.24,Ideal,5,H,SI2,2
1432,1.01,Ideal,5,D,VS2,5
1433,1.02,Ideal,5,G,VS1,4
1434,1.01,Premium,4,E,SI1,3
1435,0.53,Very Good,3,F,SI2,2
1436,0.53,Ideal,5,D,VS2,5
1437,1.58,Premium,4,F,SI2,2
1438,1.04,Premium,4,D,VVS2,6
1439,0.32,Ideal,5,E,IF,8
1440,0.58,Premium,4,G,VS2,5
1441,1.2,Ideal,5,E,VVS1,7
1442,1.07,Premium,4,F,SI2,2
1443,1.06,Very Good,3,F,SI1,3
1444,0.53,Ideal,5,G,VS2,5
1445,0.33,Ideal,5,F,VVS2,6
1446,0.7,Very Good,3,E,SI1,3
1447,1.21,Premium,4,G,VS2,5
1448,0.3,Very Good,3,D,SI1,3
1449,0.52,Ideal,5,H,SI1,3
1450,1.16,Good,2,F,SI2,2
1451,0.73,Very Good,3,G,SI1,3
1452,2.02,Ideal,5,J,VS2,5
1453,0.37,Ideal,5,G,VS1,4
1454,1.01,Very Good,3,G,SI1,3
1455,0.52,Ideal,5,D,VS2,5
1456,0.7,Good,2,E,VS2,5
1457,0.4,Ideal,5,D,VVS1,7
1458,1,Good,2,E,VS2,5
1459,1.21,Ideal,5,E,SI1,3
1460,1.08,Ideal,5,F,VS2,5
1461,0.4,Ideal,5,F,VVS1,7
1462,0.9,Very Good,3,F,VS2,5
1463,0.41,Ideal,5,I,VVS2,6
1464,1,Very Good,3,J,SI2,2
1465,0.5,Very Good,3,E,SI1,3
1466,1.19,Ideal,5,G,VVS1,7
1467,0.5,Very Good,3,E,SI1,3
1468,0.3,Premium,4,D,VS2,5
1469,2.01,Good,2,F,SI2,2
1470,0.32,Ideal,5,E,VVS2,6
1471,0.43,Ideal,5,F,VVS1,7
1472,0.31,Ideal,5,D,SI1,3
1473,2.07,Premium,4,J,VS2,5
1474,1.03,Ideal,5,E,SI1,3
1475,0.7,Very Good,3,D,VS2,5
1476,2.02,Very Good,3,G,SI2,2
1477,0.57,Very Good,3,J,IF,8
1478,1.13,Ideal,5,H,SI1,3
1479,0.51,Very Good,3,G,VS2,5
1480,0.27,Ideal,5,I,IF,8
1481,1.5,Premium,4,D,VS2,5
1482,1.03,Very Good,3,D,SI2,2
1483,1.51,Very Good,3,I,SI2,2
1484,0.72,Ideal,5,H,VVS1,7
1485,1.71,Premium,4,I,VS2,5
1486,0.4,Very Good,3,D,VS2,5
1487,1.51,Very Good,3,F,VVS2,6
1488,0.5,Ideal,5,H,SI1,3
1489,1.14,Premium,4,F,SI1,3
1490,0.33,Ideal,5,E,VS2,5
1491,1.6,Premium,4,F,SI1,3
1492,0.3,Good,2,E,VS2,5
1493,0.73,Ideal,5,E,SI1,3
1494,0.59,Very Good,3,G,SI1,3
1495,0.47,Ideal,5,H,VS2,5
1496,0.4,Premium,4,G,VVS2,6
1497,0.3,Ideal,5,F,VS2,5
1498,1.01,Very Good,3,H,VVS2,6
1499,0.72,Very Good,3,E,SI1,3
1500,0.63,Ideal,5,E,VS1,4
1501,1.53,Ideal,5,F,VS1,4
1502,0.4,Good,2,F,VS2,5
1503,1.2,Fair,1,G,I1,1
1504,0.78,Ideal,5,F,SI1,3
1505,0.27,Premium,4,E,VS1,4
1506,0.92,Very Good,3,D,SI1,3
1507,0.34,Ideal,5,E,IF,8
1508,0.26,Very Good,3,F,VVS1,7
1509,1.05,Ideal,5,H,SI1,3
1510,0.4,Very Good,3,F,VVS1,7
1511,2.01,Very Good,3,I,VVS2,6
1512,1.05,Ideal,5,I,SI1,3
1513,0.3,Ideal,5,E,VVS1,7
1514,0.47,Very Good,3,F,VVS2,6
1515,1.02,Good,2,D,VS1,4
1516,1.59,Premium,4,G,SI1,3
1517,1,Very Good,3,E,SI2,2
1518,2.15,Ideal,5,I,SI2,2
1519,0.4,Very Good,3,E,SI1,3
1520,1.01,Premium,4,E,VS1,4
1521,1.6,Ideal,5,G,SI1,3
1522,2.01,Ideal,5,G,SI1,3
1523,0.3,Ideal,5,E,VS2,5
1524,0.42,Ideal,5,D,VVS2,6
1525,0.4,Very Good,3,F,VVS1,7
1526,0.76,Very Good,3,H,VS2,5
1527,0.41,Ideal,5,F,VS2,5
1528,0.56,Ideal,5,H,VVS1,7
1529,0.7,Good,2,F,SI1,3
1530,2.29,Premium,4,G,SI2,2
1531,1.05,Fair,1,I,VS1,4
1532,1.52,Very Good,3,H,VVS2,6
1533,0.4,Very Good,3,H,VVS1,7
1534,1.2,Premium,4,G,SI2,2
1535,0.26,Ideal,5,I,VS2,5
1536,1.74,Ideal,5,F,SI1,3
1537,0.71,Fair,1,D,VS2,5
1538,1.22,Ideal,5,H,SI2,2
1539,0.41,Premium,4,E,VS1,4
1540,0.31,Fair,1,G,VS1,4
1541,1.01,Good,2,E,SI1,3
1542,1.02,Very Good,3,E,SI1,3
1543,1.23,Premium,4,I,SI2,2
1544,0.63,Good,2,F,VS1,4
1545,0.75,Ideal,5,E,SI2,2
1546,0.43,Very Good,3,G,VVS1,7
1547,1.24,Ideal,5,H,SI1,3
1548,0.5,Premium,4,G,VS1,4
1549,1.01,Ideal,5,D,VVS2,6
1550,0.31,Premium,4,E,SI2,2
1551,0.7,Very Good,3,E,VS2,5
1552,0.38,Premium,4,I,SI2,2
1553,2.29,Premium,4,G,SI2,2
1554,0.85,Fair,1,I,SI1,3
1555,0.32,Ideal,5,E,VS1,4
1556,1.01,Very Good,3,G,VS2,5
1557,0.31,Ideal,5,G,VVS2,6
1558,0.52,Premium,4,E,VS2,5
1559,0.4,Ideal,5,D,VVS2,6
1560,0.7,Very Good,3,H,VS2,5
1561,1.31,Premium,4,D,VVS1,7
1562,0.5,Premium,4,G,VVS2,6
1563,1.5,Premium,4,H,VS2,5
1564,0.7,Premium,4,F,SI1,3
1565,0.31,Very Good,3,I,VVS1,7
1566,1,Good,2,G,SI1,3
1567,0.41,Premium,4,E,VS1,4
1568,1.04,Premium,4,G,SI2,2
1569,0.32,Very Good,3,H,SI2,2
1570,0.78,Very Good,3,I,SI1,3
1571,1.01,Very Good,3,D,VS2,5
1572,0.9,Good,2,F,SI2,2
1573,0.9,Premium,4,G,VS2,5
1574,1.71,Very Good,3,F,SI1,3
1575,0.41,Ideal,5,F,IF,8
1576,1,Ideal,5,H,SI2,2
1577,0.56,Ideal,5,G,VVS2,6
1578,0.43,Premium,4,G,VS1,4
1579,0.95,Ideal,5,G,VS2,5
1580,0.83,Ideal,5,I,SI2,2
1581,0.51,Ideal,5,D,VS2,5
1582,0.7,Fair,1,D,SI2,2
1583,0.41,Premium,4,F,VS1,4
1584,0.32,Ideal,5,G,IF,8
1585,0.7,Very Good,3,G,VS2,5
1586,0.7,Premium,4,D,SI1,3
1587,0.53,Ideal,5,H,VS1,4
1588,0.9,Good,2,E,SI1,3
1589,0.72,Premium,4,F,SI1,3
1590,0.3,Very Good,3,D,SI2,2
1591,1,Premium,4,E,VS2,5
1592,1.57,Very Good,3,J,VS2,5
1593,0.51,Ideal,5,D,VS2,5
1594,1.3,Fair,1,H,I1,1
1595,1.07,Ideal,5,E,VVS2,6
1596,1.55,Ideal,5,J,VS2,5
1597,0.9,Premium,4,H,I1,1
1598,0.72,Premium,4,D,SI2,2
1599,1,Premium,4,E,SI2,2
1600,0.55,Ideal,5,F,SI1,3
1601,1.36,Good,2,G,SI1,3
1602,0.26,Premium,4,H,VVS2,6
1603,1.08,Ideal,5,H,SI2,2
1604,0.79,Ideal,5,G,SI1,3
1605,0.9,Very Good,3,J,VS2,5
1606,0.9,Very Good,3,E,SI1,3
1607,1.13,Fair,1,F,VS1,4
1608,1,Good,2,H,SI2,2
1609,1.51,Ideal,5,G,VVS2,6
1610,1.2,Ideal,5,F,VS1,4
1611,1.01,Very Good,3,F,SI1,3
1612,1.03,Ideal,5,I,SI2,2
1613,0.9,Ideal,5,F,SI1,3
1614,0.38,Premium,4,D,VVS2,6
1615,0.84,Ideal,5,J,SI1,3
1616,0.39,Ideal,5,F,VVS1,7
1617,0.33,Ideal,5,G,VVS2,6
1618,0.7,Ideal,5,E,VS2,5
1619,0.75,Ideal,5,H,SI1,3
1620,0.42,Ideal,5,G,VS2,5
1621,1.03,Ideal,5,F,VVS2,6
1622,0.81,Premium,4,I,VVS2,6
1623,0.31,Ideal,5,G,VVS1,7
1624,1.15,Very Good,3,E,SI2,2
1625,0.29,Very Good,3,E,VS1,4
1626,1,Good,2,J,VS2,5
1627,0.9,Very Good,3,H,SI2,2
1628,0.55,Ideal,5,D,VS2,5
1629,2.11,Ideal,5,D,SI2,2
1630,1,Very Good,3,G,VVS2,6
1631,0.37,Good,2,E,VS2,5
1632,0.5,Ideal,5,D,VS2,5
1633,0.3,Ideal,5,I,VS1,4
1634,0.7,Very Good,3,F,SI1,3
1635,0.9,Premium,4,E,SI1,3
1636,0.41,Ideal,5,I,VS2,5
1637,0.33,Premium,4,G,VVS2,6
1638,0.68,Premium,4,D,SI1,3
1639,0.73,Very Good,3,G,SI2,2
1640,0.52,Ideal,5,E,SI1,3
1641,0.47,Fair,1,E,SI1,3
1642,0.71,Good,2,H,SI1,3
1643,0.7,Very Good,3,I,VS2,5
1644,0.94,Very Good,3,D,SI1,3
1645,0.41,Premium,4,G,SI1,3
1646,0.41,Premium,4,E,SI1,3
1647,0.34,Ideal,5,H,VS1,4
1648,0.75,Very Good,3,E,SI1,3
1649,2.01,Premium,4,I,SI2,2
1650,1,Ideal,5,G,VVS2,6
1651,1.21,Very Good,3,H,VS1,4
1652,0.74,Very Good,3,D,SI2,2
1653,0.42,Good,2,F,SI1,3
1654,0.51,Ideal,5,D,VVS2,6
1655,1.57,Very Good,3,H,VS2,5
1656,1,Premium,4,F,SI1,3
1657,0.7,Ideal,5,G,VS1,4
1658,0.92,Ideal,5,E,SI1,3
1659,0.41,Ideal,5,G,VS1,4
1660,0.65,Very Good,3,H,VVS1,7
1661,0.3,Premium,4,J,VS1,4
1662,0.94,Ideal,5,D,SI2,2
1663,0.32,Good,2,G,VS2,5
1664,1.2,Ideal,5,I,SI1,3
1665,1,Ideal,5,G,VVS2,6
1666,1.01,Premium,4,G,VS2,5
1667,0.37,Ideal,5,F,VVS1,7
1668,1.55,Good,2,J,VS1,4
1669,0.52,Good,2,E,SI1,3
1670,0.51,Ideal,5,G,VS1,4
1671,0.5,Good,2,E,SI1,3
1672,1.21,Very Good,3,D,SI2,2
1673,1.01,Premium,4,E,SI2,2
1674,1.12,Ideal,5,F,VVS2,6
1675,1.26,Ideal,5,H,SI1,3
1676,0.72,Ideal,5,F,SI2,2
1677,1.03,Ideal,5,G,SI1,3
1678,0.32,Ideal,5,F,IF,8
1679,0.3,Premium,4,G,VVS2,6
1680,0.72,Good,2,F,VS2,5
1681,0.76,Premium,4,E,SI2,2
1682,1.02,Premium,4,H,VS2,5
1683,1.7,Premium,4,I,VS2,5
1684,0.41,Ideal,5,I,VS1,4
1685,2.09,Very Good,3,F,SI2,2
1686,1.08,Ideal,5,G,IF,8
1687,1.06,Premium,4,H,VS2,5
1688,1.26,Very Good,3,I,VS1,4
1689,0.8,Very Good,3,J,VS1,4
1690,1,Very Good,3,E,VS2,5
1691,0.3,Ideal,5,H,VS2,5
1692,0.42,Very Good,3,E,SI1,3
1693,0.93,Ideal,5,D,SI2,2
1694,0.3,Good,2,I,VVS1,7
1695,0.3,Ideal,5,G,IF,8
1696,0.43,Very Good,3,G,VS1,4
1697,0.71,Good,2,I,VVS2,6
1698,0.41,Good,2,E,VVS2,6
1699,0.95,Premium,4,G,SI2,2
1700,2,Very Good,3,G,SI2,2
1701,1.05,Very Good,3,G,VS2,5
1702,0.34,Very Good,3,I,SI1,3
1703,2,Premium,4,J,I1,1
1704,1.04,Very Good,3,F,VS2,5
1705,0.52,Ideal,5,G,SI1,3
1706,2.07,Very Good,3,H,SI2,2
1707,0.91,Fair,1,H,SI2,2
1708,0.5,Ideal,5,H,SI1,3
1709,1.51,Premium,4,E,SI2,2
1710,0.3,Good,2,F,VVS1,7
1711,0.55,Ideal,5,G,VS2,5
1712,1.2,Premium,4,E,VVS2,6
1713,1.01,Premium,4,H,VS2,5
1714,0.51,Ideal,5,G,VVS2,6
1715,0.53,Ideal,5,I,VS1,4
1716,1.2,Ideal,5,E,VVS1,7
1717,0.71,Very Good,3,H,VVS2,6
1718,0.32,Very Good,3,G,VVS1,7
1719,2.13,Ideal,5,I,SI2,2
1720,1.1,Ideal,5,G,VS1,4
1721,0.7,Ideal,5,H,VVS2,6
1722,0.3,Premium,4,D,SI1,3
1723,0.48,Very Good,3,E,SI1,3
1724,0.3,Ideal,5,D,SI1,3
1725,0.32,Ideal,5,F,VS2,5
1726,0.71,Ideal,5,D,VS1,4
1727,1.25,Ideal,5,F,VS1,4
1728,0.51,Ideal,5,I,VVS2,6
1729,0.73,Very Good,3,H,VS1,4
1730,0.41,Good,2,G,VVS1,7
1731,1.23,Ideal,5,F,VVS2,6
1732,0.55,Ideal,5,I,VVS1,7
1733,0.58,Very Good,3,D,SI1,3
1734,0.97,Premium,4,D,SI1,3
1735,0.33,Ideal,5,E,VS2,5
1736,0.33,Ideal,5,G,VVS2,6
1737,0.41,Ideal,5,J,VS1,4
1738,0.27,Ideal,5,F,VVS1,7
1739,0.3,Very Good,3,G,SI1,3
1740,0.52,Ideal,5,E,VVS2,6
1741,0.42,Ideal,5,E,VVS1,7
1742,1.01,Good,2,E,SI2,2
1743,0.39,Ideal,5,G,VVS1,7
1744,0.43,Very Good,3,E,SI1,3
1745,0.72,Ideal,5,F,VVS2,6
1746,0.23,Very Good,3,H,VVS1,7
1747,0.79,Very Good,3,D,VS1,4
1748,0.35,Ideal,5,G,IF,8
1749,0.24,Very Good,3,J,VVS2,6
1750,0.68,Very Good,3,F,VVS2,6
1751,1.02,Very Good,3,E,VS1,4
1752,0.71,Ideal,5,F,SI2,2
1753,0.76,Premium,4,I,VVS1,7
1754,0.41,Ideal,5,G,VVS2,6
1755,0.7,Very Good,3,G,SI2,2
1756,2.41,Premium,4,H,SI2,2
1757,0.61,Good,2,H,VVS2,6
1758,1,Ideal,5,D,SI1,3
1759,0.71,Ideal,5,D,VS2,5
1760,1.13,Very Good,3,F,SI1,3
1761,0.41,Ideal,5,E,VS2,5
1762,0.76,Very Good,3,H,SI1,3
1763,0.97,Ideal,5,I,I1,1
1764,0.62,Premium,4,G,I1,1
1765,0.9,Good,2,F,SI1,3
1766,0.79,Very Good,3,E,VS2,5
1767,0.3,Ideal,5,E,SI1,3
1768,0.31,Ideal,5,G,VVS1,7
1769,0.32,Ideal,5,D,VS2,5
1770,1.04,Good,2,D,SI1,3
1771,1.21,Ideal,5,G,VVS1,7
1772,1.02,Fair,1,G,SI1,3
1773,0.35,Ideal,5,E,VS2,5
1774,0.32,Ideal,5,D,SI1,3
1775,1.02,Premium,4,F,VS1,4
1776,0.36,Premium,4,E,SI2,2
1777,0.38,Premium,4,G,VS1,4
1778,1.05,Premium,4,H,SI1,3
1779,0.41,Good,2,E,SI2,2
1780,1.05,Very Good,3,D,VS2,5
1781,1.52,Premium,4,H,SI1,3
1782,0.9,Ideal,5,H,SI1,3
1783,1.15,Premium,4,H,SI2,2
1784,0.94,Ideal,5,D,SI1,3
1785,0.7,Premium,4,G,VS1,4
1786,0.5,Ideal,5,D,VVS2,6
1787,0.64,Ideal,5,G,VVS2,6
1788,0.55,Ideal,5,I,VS2,5
1789,0.38,Ideal,5,F,VS2,5
1790,0.53,Ideal,5,D,VS2,5
1791,1.68,Good,2,E,I1,1
1792,1.22,Premium,4,H,SI1,3
1793,2,Fair,1,H,SI2,2
1794,1.01,Premium,4,F,SI2,2
1795,0.9,Ideal,5,H,SI2,2
1796,0.26,Ideal,5,H,VS1,4
1797,1.01,Ideal,5,E,SI2,2
1798,0.92,Very Good,3,F,SI1,3
1799,1.5,Premium,4,E,SI2,2
1800,1.34,Very Good,3,H,VS2,5
1801,0.31,Ideal,5,D,VS2,5
1802,0.61,Good,2,F,VS1,4
1803,0.4,Good,2,F,SI1,3
1804,0.3,Ideal,5,H,VS2,5
1805,0.95,Ideal,5,E,SI2,2
1806,0.32,Ideal,5,G,VS1,4
1807,1.66,Good,2,J,VS2,5
1808,1.22,Premium,4,D,VS2,5
1809,2.53,Premium,4,H,SI2,2
1810,0.3,Ideal,5,H,VS1,4
1811,0.25,Very Good,3,H,VVS2,6
1812,0.73,Ideal,5,G,VS1,4
1813,0.3,Very Good,3,I,IF,8
1814,1.31,Premium,4,I,SI2,2
