,carat,cut,cut_ord,color,clarity,clarity_ord
1815,1.01,Very Good,3,F,VS2,5
1816,0.41,Very Good,3,D,VS2,5
1817,0.37,Premium,4,G,SI1,3
1818,0.3,Very Good,3,F,VVS1,7
1819,0.51,Premium,4,E,VS2,5
1820,2.56,Good,2,J,SI2,2
1821,0.38,Premium,4,H,SI1,3
1822,0.38,Very Good,3,G,VS1,4
1823,0.58,Ideal,5,G,VS2,5
1824,0.74,Ideal,5,G,SI2,2
1825,0.31,Ideal,5,I,SI1,3
1826,1,Good,2,G,VS2,5
1827,0.31,Very Good,3,H,VS2,5
1828,0.61,Premium,4,F,VVS2,6
1829,0.81,Ideal,5,F,VS2,5
1830,0.58,Ideal,5,F,SI1,3
1831,0.38,Very Good,3,F,VS2,5
1832,0.54,Ideal,5,E,SI1,3
1833,0.57,Very Good,3,E,VS2,5
1834,1.01,Premium,4,G,SI1,3
1835,0.57,Fair,1,F,VS1,4
1836,0.73,Premium,4,E,SI1,3
1837,1.18,Ideal,5,E,SI2,2
1838,0.31,Ideal,5,F,IF,8
1839,0.3,Ideal,5,H,VS1,4
1840,0.34,Ideal,5,E,VS2,5
1841,0.7,Very Good,3,G,SI2,2
1842,0.3,Ideal,5,G,VS1,4
1843,0.58,Ideal,5,E,VVS2,6
1844,1.24,Ideal,5,E,VS2,5
1845,1.23,Very Good,3,F,VS1,4
1846,0.57,Ideal,5,E,SI1,3
1847,0.32,Ideal,5,E,VVS1,7
1848,0.9,Ideal,5,G,VVS1,7
1849,0.39,Ideal,5,E,VVS2,6
1850,0.8,Ideal,5,H,SI1,3
1851,1.14,Ideal,5,G,VS1,4
1852,0.72,Very Good,3,G,VS1,4
1853,0.31,Ideal,5,E,VS2,5
1854,0.54,Ideal,5,D,SI1,3
1855,0.32,Ideal,5,I,VS2,5
1856,0.32,Ideal,5,D,VS2,5
1857,0.27,Ideal,5,E,VS2,5
1858,1.06,Ideal,5,F,I1,1
1859,1.01,Premium,4,F,VS2,5
1860,1.04,Premium,4,G,SI2,2
1861,0.25,Premium,4,E,VVS2,6
1862,0.3,Ideal,5,H,VS2,5
1863,0.51,Premium,4,G,SI2,2
1864,0.73,Ideal,5,I,VS1,4
1865,0.44,Ideal,5,I,VS1,4
1866,0.33,Very Good,3,I,SI1,3
1867,0.7,Very Good,3,E,SI1,3
1868,1,Good,2,H,VVS2,6
1869,0.3,Ideal,5,G,VVS1,7
1870,0.76,Premium,4,E,SI2,2
1871,0.79,Ideal,5,F,SI1,3
1872,0.76,Ideal,5,F,VS2,5
1873,0.51,Ideal,5,F,VS1,4
1874,0.53,Ideal,5,D,VS2,5
1875,0.56,Fair,1,E,VVS2,6
1876,0.31,Ideal,5,F,VVS1,7
1877,0.41,Premium,4,E,VS1,4
1878,0.54,Ideal,5,F,VS2,5
1879,1,Very Good,3,G,SI1,3
1880,1.01,Very Good,3,H,SI1,3
1881,1.65,Ideal,5,G,VS1,4
1882,0.24,Ideal,5,F,IF,8
1883,0.33,Ideal,5,E,SI1,3
1884,0.78,Ideal,5,F,VS2,5
1885,1.01,Very Good,3,G,VS2,5
1886,0.74,Very Good,3,E,SI2,2
1887,0.51,Premium,4,D,VS1,4
1888,2.01,Good,2,I,SI1,3
1889,0.34,Ideal,5,G,SI1,3
1890,1.23,Ideal,5,I,SI1,3
1891,0.39,Ideal,5,F,VVS2,6
1892,1.5,Very Good,3,H,VS1,4
1893,0.31,Ideal,5,E,VVS1,7
1894,0.34,Ideal,5,D,VS2,5
1895,0.34,Ideal,5,G,IF,8
1896,0.33,Ideal,5,G,VS1,4
1897,0.3,Ideal,5,H,SI1,3
1898,0.28,Ideal,5,D,VS2,5
1899,0.35,Very Good,3,D,VS1,4
1900,0.3,Ideal,5,F,IF,8
1901,1.4,Ideal,5,J,SI1,3
1902,0.35,Premium,4,E,SI1,3
1903,0.42,Premium,4,G,SI1,3
1904,1.75,Ideal,5,I,SI1,3
1905,0.42,Ideal,5,E,SI2,2
1906,1.26,Ideal,5,G,VS1,4
1907,1.25,Ideal,5,J,VS1,4
1908,1.01,Premium,4,E,SI1,3
1909,0.23,Good,2,E,VVS1,7
1910,1.15,Ideal,5,J,VS1,4
1911,1.02,Premium,4,I,SI2,2
1912,0.39,Ideal,5,H,IF,8
1913,0.37,Premium,4,I,VVS1,7
1914,0.9,Good,2,H,SI1,3
1915,0.27,Very Good,3,G,VVS1,7
1916,0.53,Premium,4,F,I1,1
1917,0.57,Premium,4,G,VS1,4
1918,0.76,Premium,4,H,SI1,3
1919,1.02,Ideal,5,J,SI2,2
1920,0.58,Premium,4,E,VS2,5
1921,0.7,Good,2,D,SI2,2
1922,0.32,Good,2,D,SI1,3
1923,0.72,Very Good,3,E,VS2,5
1924,0.73,Premium,4,E,VS2,5
1925,1.02,Very Good,3,G,VS2,5
1926,0.4,Very Good,3,D,VS2,5
1927,0.31,Ideal,5,H,VS1,4
1928,1.04,Ideal,5,G,VS2,5
1929,0.71,Very Good,3,F,VS2,5
1930,0.34,Premium,4,I,VVS1,7
1931,0.3,Very Good,3,G,VVS1,7
1932,0.71,Premium,4,D,VS2,5
1933,2.28,Premium,4,H,SI2,2
1934,0.72,Very Good,3,E,SI1,3
1935,0.91,Good,2,E,VS2,5
1936,0.5,Very Good,3,E,VS1,4
1937,0.91,Premium,4,F,SI2,2
1938,0.3,Ideal,5,E,VS2,5
1939,0.41,Premium,4,E,SI2,2
1940,0.71,Premium,4,I,VVS1,7
1941,0.92,Good,2,E,SI1,3
1942,0.3,Ideal,5,D,VS2,5
1943,0.7,Premium,4,H,SI1,3
1944,2.36,Premium,4,H,SI2,2
1945,0.35,Ideal,5,I,IF,8
1946,0.7,Ideal,5,E,VS1,4
1947,0.81,Ideal,5,J,VS2,5
1948,0.53,Ideal,5,G,SI2,2
1949,1.07,Ideal,5,G,SI1,3
1950,1.51,Very Good,3,J,VS1,4
1951,0.31,Ideal,5,F,VS2,5
1952,1.61,Premium,4,H,SI1,3
1953,0.3,Good,2,G,VVS2,6
1954,0.39,Ideal,5,D,VVS2,6
1955,0.43,Ideal,5,E,VVS2,6
1956,1.04,Premium,4,I,SI1,3
1957,0.35,Ideal,5,E,VS2,5
1958,1.02,Very Good,3,F,SI1,3
1959,0.92,Ideal,5,G,VS2,5
1960,0.9,Very Good,3,F,VS1,4
1961,0.59,Very Good,3,D,SI1,3
1962,1.09,Ideal,5,H,SI1,3
1963,0.5,Ideal,5,E,VS2,5
1964,0.81,Premium,4,H,SI2,2
1965,0.54,Good,2,H,VS1,4
1966,0.52,Ideal,5,D,VS2,5
1967,0.92,Premium,4,F,SI2,2
1968,2.12,Very Good,3,H,SI2,2
1969,2.01,Good,2,I,SI2,2
1970,1.2,Very Good,3,F,VVS2,6
1971,1.18,Premium,4,G,SI2,2
1972,0.61,Ideal,5,F,VS1,4
1973,1.06,Very Good,3,F,VS2,5
1974,0.42,Premium,4,H,VVS1,7
1975,0.51,Premium,4,D,VS2,5
1976,0.3,Ideal,5,E,VVS1,7
1977,0.31,Ideal,5,E,VS2,5
1978,1.11,Very Good,3,H,SI1,3
1979,0.31,Premium,4,H,VVS2,6
1980,0.72,Ideal,5,G,VS2,5
1981,0.76,Very Good,3,I,SI1,3
1982,0.35,Premium,4,F,VS2,5
1983,0.8,Good,2,G,VS2,5
1984,1.02,Premium,4,D,SI2,2
1985,0.7,Ideal,5,F,SI1,3
1986,1.13,Ideal,5,G,VS2,5
1987,1.01,Fair,1,E,SI2,2
1988,0.57,Very Good,3,D,SI1,3
1989,2.01,Good,2,G,SI2,2
1990,0.52,Ideal,5,G,SI2,2
1991,1.51,Good,2,I,SI1,3
1992,1.64,Ideal,5,G,VVS2,6
1993,0.8,Fair,1,G,SI2,2
1994,0.3,Good,2,D,VS2,5
1995,0.43,Ideal,5,G,IF,8
1996,0.32,Ideal,5,G,VS2,5
1997,0.31,Ideal,5,E,VS1,4
1998,2.16,Ideal,5,I,SI2,2
1999,0.6,Ideal,5,G,VS2,5
2000,1.25,Very Good,3,I,SI1,3
2001,1.71,Premium,4,G,SI1,3
2002,0.42,Ideal,5,F,VVS2,6
2003,0.31,Good,2,F,SI1,3
2004,0.9,Good,2,D,SI1,3
2005,0.31,Good,2,F,VVS2,6
2006,0.55,Very Good,3,E,VS2,5
2007,1.32,Very Good,3,G,SI2,2
2008,0.79,Ideal,5,F,SI2,2
2009,0.4,Ideal,5,F,VS2,5
2010,0.31,Ideal,5,G,VVS1,7
2011,0.7,Very Good,3,F,SI1,3
2012,0.9,Good,2,D,VS2,5
2013,0.36,Premium,4,E,VS2,5
2014,0.51,Very Good,3,E,VS2,5
2015,0.34,Ideal,5,G,SI1,3
2016,0.31,Very Good,3,G,SI1,3
2017,0.41,Premium,4,F,VS2,5
2018,1.73,Premium,4,H,SI1,3
2019,0.31,Ideal,5,F,IF,8
2020,0.28,Ideal,5,E,VVS2,6
2021,0.32,Very Good,3,D,SI1,3
2022,0.51,Very Good,3,G,VS2,5
2023,1.21,Ideal,5,F,SI2,2
2024,0.71,Very Good,3,D,VS2,5
2025,0.9,Very Good,3,E,SI1,3
2026,0.92,Premium,4,J,VS2,5
2027,0.41,Ideal,5,E,VS2,5
2028,1.11,Premium,4,G,SI2,2
2029,0.58,Premium,4,E,VS2,5
2030,0.25,Very Good,3,G,VS2,5
2031,1,Good,2,E,SI2,2
2032,1.01,Very Good,3,G,VS1,4
2033,0.37,Very Good,3,D,VVS1,7
2034,1.15,Ideal,5,G,VVS1,7
2035,1.2,Ideal,5,G,VS1,4
2036,1.5,Good,2,H,VS1,4
2037,1.5,Ideal,5,H,VS1,4
2038,0.84,Good,2,G,SI1,3
2039,0.51,Premium,4,F,VVS2,6
2040,1.54,Ideal,5,G,SI2,2
2041,0.35,Good,2,E,VS1,4
2042,1.01,Premium,4,G,VS2,5
2043,1.11,Very Good,3,F,VVS1,7
2044,1.16,Premium,4,G,VVS1,7
2045,1.01,Fair,1,G,SI1,3
2046,1.26,Ideal,5,J,SI1,3
2047,1.03,Ideal,5,G,VVS1,7
2048,0.53,Ideal,5,E,VS2,5
2049,0.3,Ideal,5,D,VS1,4
2050,1.06,Premium,4,G,SI2,2
2051,1.22,Premium,4,H,VS1,4
2052,0.39,Very Good,3,E,VS1,4
2053,0.7,Very Good,3,F,VS2,5
2054,1.5,Premium,4,E,SI1,3
2055,0.72,Very Good,3,E,SI1,3
2056,1.03,Ideal,5,G,SI1,3
2057,0.31,Good,2,G,SI1,3
2058,2.51,Very Good,3,I,SI2,2
2059,2.63,Ideal,5,J,SI2,2
2060,1.27,Ideal,5,G,VS2,5
2061,0.81,Premium,4,D,SI1,3
2062,0.9,Ideal,5,G,SI1,3
2063,0.33,Ideal,5,E,VS2,5
2064,1.61,Ideal,5,G,VS1,4
2065,0.36,Ideal,5,F,VS2,5
2066,1.3,Premium,4,D,SI1,3
2067,0.9,Fair,1,H,VS2,5
2068,1,Good,2,D,SI1,3
2069,1.52,Very Good,3,D,SI2,2
2070,0.55,Very Good,3,D,VS2,5
2071,1,Very Good,3,I,VS1,4
2072,0.34,Premium,4,I,VVS1,7
2073,0.53,Very Good,3,F,VS2,5
2074,0.7,Premium,4,F,SI1,3
2075,1.18,Premium,4,I,VS1,4
2076,0.42,Ideal,5,G,SI1,3
2077,2.26,Ideal,5,I,SI2,2
2078,0.42,Very Good,3,H,VS2,5
2079,0.73,Ideal,5,I,VS1,4
2080,0.31,Ideal,5,E,VS2,5
2081,0.74,Ideal,5,F,VS1,4
2082,1.31,Premium,4,J,SI1,3
2083,1.01,Good,2,E,VS2,5
2084,0.4,Premium,4,F,SI1,3
2085,0.4,Very Good,3,E,VS2,5
2086,1.52,Very Good,3,F,VS2,5
2087,0.32,Premium,4,G,SI1,3
2088,0.3,Ideal,5,E,SI1,3
2089,0.61,Ideal,5,E,VS1,4
2090,2,Very Good,3,J,SI1,3
2091,0.51,Ideal,5,D,VS1,4
2092,0.7,Ideal,5,F,SI1,3
2093,0.91,Very Good,3,D,SI2,2
2094,0.71,Very Good,3,G,VVS2,6
2095,0.42,Ideal,5,D,VS2,5
2096,1.56,Very Good,3,H,SI2,2
2097,0.33,Ideal,5,E,VS2,5
2098,0.54,Ideal,5,F,VS1,4
2099,0.36,Ideal,5,E,SI1,3
2100,1.21,Premium,4,H,VS1,4
2101,0.27,Very Good,3,D,VS2,5
2102,2.07,Premium,4,H,SI1,3
2103,0.3,Very Good,3,I,VS2,5
2104,0.31,Very Good,3,G,VVS1,7
2105,1.51,Premium,4,E,SI1,3
2106,0.41,Premium,4,D,SI2,2
2107,0.43,Ideal,5,F,SI1,3
2108,2.02,Premium,4,F,SI2,2
2109,0.71,Very Good,3,I,VS1,4
2110,0.25,Ideal,5,I,VS2,5
2111,0.3,Ideal,5,G,VVS1,7
2112,0.48,Premium,4,F,VS2,5
2113,0.73,Ideal,5,G,VS2,5
2114,0.35,Ideal,5,H,VVS1,7
2115,0.73,Premium,4,E,SI2,2
2116,0.72,Ideal,5,H,VVS2,6
2117,0.6,Very Good,3,E,SI2,2
2118,1.5,Very Good,3,E,SI2,2
2119,0.31,Ideal,5,G,VVS1,7
2120,1,Good,2,F,SI1,3
2121,0.78,Good,2,F,VS1,4
2122,1.76,Ideal,5,I,VS1,4
2123,0.9,Premium,4,E,SI1,3
2124,1,Good,2,D,VS2,5
2125,0.7,Premium,4,G,SI1,3
2126,0.41,Premium,4,G,VVS2,6
2127,0.52,Ideal,5,D,VS1,4
2128,0.64,Premium,4,D,SI2,2
2129,0.91,Premium,4,E,SI1,3
2130,0.51,Ideal,5,D,VS2,5
2131,0.3,Good,2,E,VVS2,6
2132,0.47,Good,2,F,VS1,4
2133,0.71,Ideal,5,F,VVS1,7
2134,0.31,Ideal,5,F,VVS2,6
2135,0.3,Ideal,5,H,VVS2,6
2136,1,Premium,4,H,SI1,3
2137,0.33,Ideal,5,E,VS2,5
2138,1.04,Premium,4,F,SI2,2
2139,0.71,Very Good,3,E,VS2,5
2140,1.05,Very Good,3,E,SI2,2
2141,0.42,Ideal,5,H,VVS1,7
2142,0.33,Very Good,3,H,IF,8
2143,0.32,Premium,4,I,VS2,5
2144,1.01,Good,2,I,SI2,2
2145,0.5,Ideal,5,G,VVS1,7
2146,0.3,Premium,4,E,VS1,4
2147,0.53,Ideal,5,D,VS2,5
2148,1.04,Ideal,5,F,SI1,3
2149,0.7,Ideal,5,E,VS1,4
2150,0.36,Premium,4,D,VS2,5
2151,0.27,Ideal,5,E,VS2,5
2152,0.39,Ideal,5,E,VS2,5
2153,0.68,Ideal,5,E,VS1,4
2154,0.7,Ideal,5,F,VS2,5
2155,0.31,Ideal,5,F,IF,8
2156,0.4,Ideal,5,F,VS1,4
2157,0.43,Ideal,5,F,SI1,3
2158,0.24,Very Good,3,F,VVS1,7
2159,1,Premium,4,E,SI1,3
2160,1.61,Premium,4,J,SI2,2
2161,0.3,Very Good,3,J,VS1,4
2162,1,Ideal,5,D,SI1,3
2163,0.71,Premium,4,E,SI2,2
2164,1.01,Ideal,5,H,SI1,3
2165,1,Very Good,3,F,SI2,2
2166,0.46,Very Good,3,D,VS2,5
2167,0.92,Good,2,H,VS1,4
2168,1.61,Premium,4,I,SI1,3
2169,0.31,Very Good,3,I,VVS2,6
2170,0.31,Ideal,5,D,VVS2,6
2171,0.77,Ideal,5,H,VS2,5
2172,1.2,Very Good,3,J,SI1,3
2173,0.78,Ideal,5,G,SI1,3
2174,0.4,Ideal,5,E,SI2,2
2175,0.56,Ideal,5,G,VS1,4
2176,0.31,Premium,4,H,IF,8
2177,0.41,Ideal,5,H,VVS1,7
2178,0.32,Premium,4,I,SI1,3
2179,0.38,Ideal,5,E,VS1,4
2180,0.3,Ideal,5,E,VS2,5
2181,1.25,Ideal,5,I,VS2,5
2182,1.79,Premium,4,I,VS1,4
2183,0.43,Ideal,5,D,VS2,5
2184,0.35,Ideal,5,E,VS2,5
2185,0.31,Premium,4,E,IF,8
2186,0.71,Premium,4,F,SI1,3
2187,0.51,Fair,1,G,SI1,3
2188,0.32,Ideal,5,D,VS2,5
2189,0.53,Ideal,5,D,SI2,2
2190,1,Very Good,3,E,SI2,2
2191,0.7,Ideal,5,E,SI1,3
2192,1.7,Very Good,3,H,SI2,2
2193,1.17,Ideal,5,G,VS2,5
2194,0.8,Very Good,3,H,VS2,5
2195,0.38,Premium,4,F,SI1,3
2196,0.3,Ideal,5,G,SI2,2
2197,0.55,Ideal,5,E,SI1,3
2198,0.7,Fair,1,H,VS1,4
2199,0.31,Ideal,5,D,VS2,5
2200,2.01,Very Good,3,H,I1,1
2201,0.63,Ideal,5,J,SI2,2
2202,0.7,Fair,1,F,VS1,4
2203,1.59,Ideal,5,H,VS2,5
2204,0.38,Ideal,5,F,SI1,3
2205,0.5,Ideal,5,G,VVS2,6
2206,1,Good,2,H,VS1,4
2207,0.52,Ideal,5,D,SI1,3
2208,0.31,Ideal,5,E,VS2,5
2209,0.41,Premium,4,G,VS2,5
2210,1.21,Premium,4,E,SI2,2
2211,0.64,Premium,4,F,VS2,5
2212,0.7,Very Good,3,F,VS2,5
2213,0.31,Good,2,H,VS2,5
2214,0.82,Ideal,5,H,VVS1,7
2215,1.06,Ideal,5,E,SI2,2
2216,0.54,Very Good,3,E,SI1,3
2217,1.52,Very Good,3,F,SI2,2
2218,1.5,Very Good,3,J,VVS2,6
2219,0.59,Very Good,3,D,VS1,4
2220,1.17,Very Good,3,H,SI1,3
2221,0.8,Ideal,5,D,SI1,3
2222,1.03,Premium,4,H,SI2,2
2223,0.51,Ideal,5,G,VVS1,7
2224,0.73,Ideal,5,G,SI2,2
2225,0.51,Ideal,5,E,SI1,3
2226,0.31,Premium,4,G,VS2,5
2227,0.38,Very Good,3,I,VS1,4
2228,1.52,Good,2,J,VS2,5
2229,1.24,Premium,4,G,IF,8
2230,1.02,Ideal,5,H,SI1,3
2231,0.3,Ideal,5,I,VVS2,6
2232,0.39,Premium,4,E,VS2,5
2233,0.76,Good,2,D,VS2,5
2234,0.52,Premium,4,F,VS2,5
2235,1.02,Premium,4,E,VS2,5
2236,0.4,Ideal,5,G,VS2,5
2237,0.52,Ideal,5,D,VVS2,6
2238,0.52,Very Good,3,D,VS2,5
2239,0.63,Premium,4,F,SI1,3
2240,0.32,Premium,4,E,VVS2,6
2241,0.4,Premium,4,D,VVS2,6
2242,0.74,Ideal,5,E,SI2,2
2243,1.07,Ideal,5,H,SI2,2
2244,3.01,Good,2,I,SI2,2
2245,0.31,Premium,4,G,VVS2,6
2246,0.54,Ideal,5,J,VVS1,7
2247,0.7,Very Good,3,G,SI1,3
2248,2.48,Premium,4,I,SI1,3
2249,0.3,Ideal,5,H,VS2,5
2250,0.9,Good,2,I,SI2,2
2251,0.33,Premium,4,G,VVS1,7
2252,1.3,Premium,4,G,VS2,5
2253,1.14,Good,2,G,SI2,2
2254,0.62,Ideal,5,H,VVS1,7
2255,0.31,Premium,4,E,VS1,4
2256,0.3,Ideal,5,G,IF,8
2257,1.02,Ideal,5,E,SI1,3
2258,0.53,Ideal,5,G,VS2,5
2259,1.08,Premium,4,G,SI2,2
2260,1.01,Premium,4,F,SI2,2
2261,1.13,Fair,1,H,SI2,2
2262,1.7,Ideal,5,F,VS2,5
2263,0.42,Ideal,5,F,VS1,4
2264,1.08,Ideal,5,E,VS1,4
2265,0.77,Premium,4,J,VS2,5
2266,1.11,Ideal,5,G,VS2,5
2267,1.12,Ideal,5,E,SI2,2
2268,1.2,Premium,4,H,VS1,4
2269,1.02,Very Good,3,F,VS1,4
2270,0.33,Ideal,5,G,VVS2,6
2271,0.31,Very Good,3,G,VVS1,7
2272,1.25,Premium,4,J,SI1,3
2273,1.25,Premium,4,H,VS2,5
2274,0.3,Ideal,5,E,VVS2,6
2275,1.11,Ideal,5,G,VS2,5
2276,0.61,Ideal,5,F,VS2,5
2277,1.26,Very Good,3,G,SI1,3
2278,0.32,Ideal,5,D,SI1,3
2279,1.5,Premium,4,I,VS1,4
2280,0.39,Ideal,5,F,SI1,3
2281,1.73,Premium,4,H,SI2,2
2282,1,Ideal,5,I,SI2,2
2283,2.39,Very Good,3,J,VS1,4
2284,1.52,Premium,4,H,SI1,3
2285,0.33,Ideal,5,D,SI2,2
2286,0.31,Ideal,5,I,VVS1,7
2287,1.2,Very Good,3,F,SI1,3
2288,0.36,Ideal,5,D,VVS2,6
2289,0.31,Ideal,5,I,VS2,5
2290,0.37,Ideal,5,E,VS2,5
2291,2.59,Ideal,5,J,VS1,4
2292,0.56,Ideal,5,E,VS2,5
2293,1.01,Premium,4,F,SI1,3
2294,0.71,Ideal,5,F,SI1,3
2295,0.4,Very Good,3,G,SI2,2
2296,1.02,Ideal,5,E,SI1,3
2297,0.38,Very Good,3,H,SI2,2
2298,1.01,Premium,4,G,SI2,2
2299,0.84,Ideal,5,J,VS2,5
2300,0.83,Premium,4,J,SI1,3
2301,0.31,Premium,4,I,VVS2,6
2302,2.01,Premium,4,J,SI2,2
2303,0.43,Ideal,5,F,VVS1,7
2304,0.34,Ideal,5,F,VS2,5
2305,0.33,Ideal,5,E,VS1,4
2306,1,Very Good,3,D,SI2,2
2307,0.28,Ideal,5,G,SI1,3
2308,0.4,Ideal,5,G,VVS2,6
2309,1.08,Ideal,5,H,SI1,3
2310,1.19,Fair,1,I,SI1,3
2311,1.51,Very Good,3,F,VS1,4
2312,0.91,Very Good,3,E,SI2,2
2313,0.43,Premium,4,G,VS2,5
2314,1.01,Ideal,5,E,VS2,5
2315,0.53,Ideal,5,F,VS2,5
2316,0.33,Very Good,3,D,VVS1,7
2317,1.11,Premium,4,F,SI2,2
2318,1.02,Premium,4,F,VS1,4
2319,1.01,Premium,4,F,SI1,3
2320,0.9,Premium,4,H,SI1,3
2321,1.03,Ideal,5,D,VVS2,6
2322,0.42,Ideal,5,D,VVS2,6
2323,0.51,Ideal,5,G,VS1,4
2324,0.71,Ideal,5,E,VVS2,6
2325,1.6,Ideal,5,J,VS2,5
2326,0.64,Very Good,3,D,VS2,5
2327,1.07,Premium,4,F,SI1,3
2328,0.63,Ideal,5,J,SI1,3
2329,0.43,Premium,4,F,VS2,5
2330,0.34,Premium,4,G,VS2,5
2331,0.3,Good,2,G,VS1,4
2332,1,Very Good,3,F,SI1,3
2333,1.01,Very Good,3,E,VS2,5
2334,1.23,Good,2,J,SI1,3
2335,1.02,Premium,4,H,SI1,3
2336,2.01,Fair,1,E,SI2,2
2337,0.82,Ideal,5,F,SI2,2
2338,0.32,Ideal,5,F,VS2,5
2339,0.71,Premium,4,F,SI1,3
2340,0.4,Very Good,3,E,SI2,2
2341,0.4,Very Good,3,J,IF,8
2342,0.51,Ideal,5,I,VS2,5
2343,0.32,Good,2,D,VS2,5
2344,0.42,Ideal,5,G,VVS2,6
2345,0.32,Very Good,3,I,VS1,4
2346,1.66,Premium,4,J,VVS2,6
2347,1.56,Very Good,3,I,SI1,3
2348,1.5,Very Good,3,J,I1,1
2349,0.31,Ideal,5,E,IF,8
2350,0.7,Good,2,E,VS2,5
2351,0.7,Ideal,5,F,SI1,3
2352,0.72,Ideal,5,H,SI2,2
2353,0.52,Ideal,5,D,SI2,2
2354,0.41,Very Good,3,F,VVS1,7
2355,0.9,Very Good,3,H,VS1,4
2356,2.06,Ideal,5,I,VS2,5
2357,0.72,Ideal,5,I,VS1,4
2358,0.38,Premium,4,E,VS2,5
2359,0.51,Ideal,5,E,VS2,5
2360,0.31,Premium,4,G,VVS1,7
2361,0.71,Very Good,3,J,SI1,3
2362,2.22,Ideal,5,I,VS2,5
2363,1.24,Ideal,5,D,VVS2,6
2364,1.02,Premium,4,F,VS2,5
2365,0.78,Ideal,5,H,VVS2,6
2366,0.34,Good,2,E,SI1,3
2367,1.25,Premium,4,H,SI2,2
2368,0.71,Ideal,5,G,VS1,4
2369,0.7,Premium,4,E,SI1,3
2370,0.3,Premium,4,J,VS2,5
2371,1.03,Ideal,5,D,SI1,3
2372,0.53,Ideal,5,E,VS2,5
2373,0.4,Premium,4,F,VVS2,6
2374,0.57,Premium,4,D,VS1,4
2375,1.01,Fair,1,E,SI1,3
2376,0.71,Good,2,D,VS1,4
2377,1.21,Ideal,5,G,VS1,4
2378,1.54,Premium,4,I,SI2,2
2379,0.32,Premium,4,I,VS1,4
2380,0.93,Premium,4,G,VS2,5
2381,0.71,Premium,4,D,VS2,5
2382,2.33,Ideal,5,I,VS2,5
2383,0.52,Premium,4,G,SI1,3
2384,2.01,Premium,4,J,SI2,2
2385,0.53,Ideal,5,E,VS2,5
2386,0.57,Premium,4,G,VS2,5
2387,0.58,Good,2,G,SI1,3
2388,0.31,Premium,4,E,VS2,5
2389,0.31,Good,2,H,VVS1,7
2390,0.34,Ideal,5,E,VS2,5
2391,1.01,Good,2,E,SI2,2
2392,1.08,Ideal,5,G,VS1,4
2393,0.33,Ideal,5,I,VS1,4
2394,1.11,Very Good,3,E,VS1,4
2395,0.3,Ideal,5,E,VS2,5
2396,1.01,Very Good,3,I,VS1,4
2397,1.73,Good,2,E,I1,1
2398,1.5,Premium,4,H,SI2,2
2399,1.02,Premium,4,G,VVS1,7
2400,0.34,Ideal,5,G,IF,8
2401,1.04,Good,2,F,SI2,2
2402,0.5,Ideal,5,E,VS2,5
2403,0.41,Ideal,5,J,VS2,5
2404,1.02,Premium,4,J,SI1,3
2405,0.5,Premium,4,G,VS1,4
2406,0.66,Ideal,5,G,SI1,3
2407,0.42,Premium,4,F,VVS1,7
2408,0.3,Very Good,3,H,VS2,5
