StoreID,Sq_Ft,AvgMonthSales,Right_Name,Phone Number,Street Combined,Street 1,Street 2,Street 3,City,State,Postal Code,Region,Country,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone
10018,1183,18000,Bellflower & Spring,562-420-1317,"2890 N Bellflower Blvd, #A-1, The Los Altos Marketplace",2890 N Bellflower Blvd,#A-1,The Los Altos Marketplace,Long Beach,CA,908151125,West,US,"(33.8085823059082, -118.124931335449)",33.80858231,-118.1249313,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10068,1198,16000,"Foothill & Boston, La Crescenta",818-541-7693,"3747 Foothill Boulevard, A",3747 Foothill Boulevard,A,,La Cresenta,CA,912141700,West,US,"(34.2375450134277, -118.26114654541)",34.23754501,-118.2611465,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10118,1204,13000,Magic Mountain & Tourney,661-260-0844,"25349 Wayne Mills Place, Tourney Retail Plaza",25349 Wayne Mills Place,,Tourney Retail Plaza,Valencia,CA,913551827,West,US,"(34.4237022399902, -118.579261779785)",34.42370224,-118.5792618,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10168,1195,19000,Alameda & Shelton,(818) 557-6604,"1190 Alameda Avenue, Suite G-2",1190 Alameda Avenue,Suite G-2,,Burbank,CA,915062806,West,US,"(34.1625328063965, -118.314529418945)",34.16253281,-118.3145294,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10218,1193,15000,Victoria Gardens,909-646-8562,"12466 North Main Street, Space 3340, Victoria Gardens",12466 North Main Street,Space 3340,Victoria Gardens,Rancho Cucamonga,CA,917398886,West,US,"(34.1120910644531, -117.533462524414)",34.11209106,-117.5334625,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10268,1191,25000,"Azusa & Amar, West Covina",626-964-5145,2320 S. Azusa Avenue,2320 S. Azusa Avenue,,,West Covina,CA,917921511,West,US,"(34.0354042053223, -117.911918640137)",34.03540421,-117.9119186,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10318,1147,16000,"Chase & Avocado, El Cajon",619-444-5107,450 E. Chase Avenue,450 E. Chase Avenue,,,El Cajon,CA,920206409,West,US,"(32.7806205749512, -116.956497192383)",32.78062057,-116.9564972,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10368,1159,19000,Albertsons -- San Marcos #6708,(760) 736-8880,151 Woodland Pkwy,151 Woodland Pkwy,,,San Marcos,CA,920693010,West,US,"(33.1403732299805, -117.138748168945)",33.14037323,-117.1387482,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10418,1146,19000,Fashion Valley Mall -Lvl 2 Food Crt,619-299-2593,"7007 Friars Road, 855A, Fashion Valley Mall - San Diego",7007 Friars Road,855A,Fashion Valley Mall - San Diego,San Diego,CA,921081129,West,US,"(32.7674598693848, -117.166549682617)",32.76745987,-117.1665497,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10468,1151,21000,Mira Mesa Mall,(858) 586-6361,"8250 Mira Mesa Blvd., Suite H",8250 Mira Mesa Blvd.,Suite H,,San Diego,CA,921262624,West,US,"(32.9138488769531, -117.145957946777)",32.91384888,-117.1459579,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10518,1147,11000,"Imperial & Main, El Centro",(760) 352-3502,"202 S. Imperial Avenue, Valley Plaza",202 S. Imperial Avenue,,Valley Plaza,El Centro,CA,922432859,West,US,"(32.7915458679199, -115.570175170898)",32.79154587,-115.5701752,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10568,1192,21000,Vons - Redlands #1734,909-793-0447,522 NORTH ORANGE,522 NORTH ORANGE,,,Redlands,CA,923743208,West,US,"(34.0601615905762, -117.181457519531)",34.06016159,-117.1814575,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
10618,1187,15000,Moreno Beach & Hwy 60,951-485-6878,12751 Moreno Beach Drive,12751 Moreno Beach Drive,,,Moreno Valley,CA,925554411,West,US,"(33.9356384277344, -117.178985595703)",33.93563843,-117.1789856,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11268,1328,12000,Safeway - Concord #1192,825-365-2710,4309 Clayton Rd,4309 Clayton Rd,,,Concord,CA,945212842,West,US,"(37.9660797119141, -121.991058349609)",37.96607971,-121.9910583,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11318,1319,24000,Grove & Center,510-886-9010,22095 Center Street,22095 Center Street,,,Castro Valley,CA,945466707,West,US,"(37.6900939941406, -122.062675476074)",37.69009399,-122.0626755,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11368,1319,22000,Marina & I-880,(510) 357-6101,"1209 Marina Boulevard, Suite 1209",1209 Marina Boulevard,Suite 1209,,San Leandro,CA,945773322,West,US,"(37.7116317749023, -122.162475585938)",37.71163177,-122.1624756,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11418,1323,15000,Oakland City Center,(510) 832-1767,"1200 Clay Street, #58",1200 Clay Street,#58,,Oakland,CA,946121424,West,US,"(37.8044395446777, -122.273910522461)",37.80443954,-122.2739105,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11468,1325,19000,Donahue & Hwy 101,415-289-0743,"190 Donahue St, A, Marin Gateway Retail Center",190 Donahue St,A,Marin Gateway Retail Center,Sausalito,CA,949651250,West,US,"(37.8731155395508, -122.510070800781)",37.87311554,-122.5100708,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11518,1306,35000,Homestead & Lawrence - Santa Clara,408 2441421,"3551 Homestead Road, Homestead Shopping Center",3551 Homestead Road,,Homestead Shopping Center,Santa Clara,CA,950515161,West,US,"(37.3384552001953, -121.994857788086)",37.3384552,-121.9948578,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11568,1305,21000,Lincoln & Minnesota Willow Glen,(408) 298-5272,1396 Lincoln Avenue,1396 Lincoln Avenue,,,San Jose,CA,951253010,West,US,"(37.3037948608398, -121.897270202637)",37.30379486,-121.8972702,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11618,1307,16000,Bellevue & Shaffer - Atwater,209-357-2166,"261 E. Bellevue Road, Five Corner Crossings",261 E. Bellevue Road,,Five Corner Crossings,Atwater,CA,953012304,West,US,"(37.3610649108887, -120.593872070313)",37.36106491,-120.5938721,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11668,1345,10000,Fulton & Guerneville,707-544-4256,"2547 Guerneville Rd, 501, Raley's Fulton Marketplace",2547 Guerneville Rd,501,"Raley's Fulton Marketplace",Santa Rosa,CA,954014048,West,US,"(38.4532623291016, -122.771148681641)",38.45326233,-122.7711487,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11718,1353,21000,Birdcage Walk - Citrus Heights,(916) 728-1587,6121 Sunrise Boulevard,6121 Sunrise Boulevard,,,Citrus Heights,CA,956106834,West,US,"(38.6748657226563, -121.273056030273)",38.67486572,-121.273056,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11768,1350,16000,International & Zinfandel - RC,916-852-1893,"3195 Zinfandel Dr., 1, Capital Village",3195 Zinfandel Dr.,1,Capital Village,Rancho Cordova,CA,956706376,West,US,"(38.5842742919922, -121.284538269043)",38.58427429,-121.2845383,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11818,1353,15000,Target  Woodland T-2408,(530) 665-4148,18455 County Rd 102,18455 County Rd 102,,,Woodland,CA,957769314,West,US,"(38.670108795166, -121.724243164063)",38.6701088,-121.7242432,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
11868,1352,12000,American River College,916-484-8328,4700 College Oak Dr,4700 College Oak Dr,,,Sacramento,CA,958414217,West,US,"(38.6489906311035, -121.350402832031)",38.64899063,-121.3504028,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12019,1588,11000,Safeway-Lake Grove #1047,503-675-2500,17779 SW Lower Boones Ferry Rd,17779 SW Lower Boones Ferry Rd,,,Lake Oswego,OR,970355237,West,US,"(45.3982467651367, -122.74195098877)",45.39824677,-122.741951,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12069,1593,8000,Orenco Station,5036400740,"6221 NE Cornell Rd, Orenco Station Town Center",6221 NE Cornell Rd,,Orenco Station Town Center,Hillsboro,OR,971249074,West,US,"(45.5342102050781, -122.916580200195)",45.53421021,-122.9165802,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12119,1594,19000,Piedmont,(503) 283-0671,6003 NE MLK Drive,6003 NE MLK Drive,,,Portland,OR,972134035,West,US,"(45.5666618347168, -122.661819458008)",45.56666183,-122.6618195,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12169,1593,10000,Safeway - Portland #1612,503-528-0500,1100 NE Broadway,1100 NE Broadway,,,Portland,OR,972321232,West,US,"(45.5347633361816, -122.654541015625)",45.53476334,-122.654541,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12219,1541,12000,13th & Alder,5413384100,"801 E. 13th Avenue, (previously Guidos Bar)",801 E. 13th Avenue,,(previously Guidos Bar),Eugene,OR,974013788,West,US,"(44.0456085205078, -123.07999420166)",44.04560852,-123.0799942,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12269,1586,16000,Safeway-La Grande #1827,541-663-2700,2111 Adams Ave,2111 Adams Ave,,,La Grande,OR,978502921,West,US,"(45.3212585449219, -118.080947875977)",45.32125854,-118.0809479,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12286,1666,11000,3 Bellevue Cntr,(425) 646-9602,601 108th Avenue NE,601 108th Avenue NE,,,Bellevue,WA,980044383,West,US,"(47.6159477233887, -122.196533203125)",47.61594772,-122.1965332,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12486,1663,22000,Westwood Village,206-937-1732,"9023 25th Ave SW, Westwood Village",9023 25th Ave SW,,Westwood Village,Seattle,WA,981060908,West,US,"(47.5227203369141, -122.365577697754)",47.52272034,-122.3655777,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12536,1669,12000,Target Northgate T-1284,206-494-0897,302 NE Northgate Way,302 NE Northgate Way,,,Seattle,WA,981256047,West,US,"(47.7090606689453, -122.325424194336)",47.70906067,-122.3254242,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12586,1678,10000,Safeway-Everett #1484,425-258-3552,4128 Rucker Ave,4128 Rucker Ave,,,Everett,WA,982032211,West,US,"(47.9625473022461, -122.211883544922)",47.9625473,-122.2118835,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12686,1654,13000,N. 30th & McCarver/Old Town,(253) 573-1901,"2112 N. 30th Street, Ste. C",2112 N. 30th Street,Ste. C,,Tacoma,WA,984033363,West,US,"(47.2746315002441, -122.464630126953)",47.2746315,-122.4646301,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12736,1644,18000,Safeway - Aberdeen #1546,360-533-1955,221 W Heron St,221 W Heron St,,,Aberdeen,WA,985206224,West,US,"(46.9725341796875, -123.818519592285)",46.97253418,-123.8185196,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12786,1659,16000,Valley Mall Pkwy & 5th St NE,509-886-4778,"500 A Valley Mall Parkway, The Valley Mall Plaza",500 A Valley Mall Parkway,,The Valley Mall Plaza,East Wenatchee,WA,988023812,West,US,"(47.4106788635254, -120.290641784668)",47.41067886,-120.2906418,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
12836,1667,16000,Sprague & Pine,509-926-8497,12328 E. Sprague Ave,12328 E. Sprague Ave,,,Spokane,WA,992160720,West,US,"(47.6567153930664, -117.238510131836)",47.65671539,-117.2385101,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
1508,1457,12000,3219 8th Street SW - Altoona,5159670631,3219 8th St. SW,3219 8th St. SW,,,Altoona,IA,50009,Central,US,"(41.6446723937988, -93.5011215209961)",41.64467239,-93.50112152,Central Standard Time,-360,GMT-06:00 America/Chicago
1542,1506,12000,Target Brookfield T-2780.,262-395-1625,12725 W Bluemound Rd,12725 W Bluemound Rd,,,Brookfield,WI,53005,Central,US,"(43.0362281799316, -88.070198059082)",43.03622818,-88.07019806,Central Standard Time,-360,GMT-06:00 America/Chicago
1580,1568,14000,Target Cottage Grove T-662,651-458-8179,8655 E Point Douglas Rd S,8655 E Point Douglas Rd S,,,Cottage Grove,MN,55016,Central,US,"(44.8167343139648, -92.9303131103516)",44.81673431,-92.93031311,Central Standard Time,-360,GMT-06:00 America/Chicago
1630,1582,17000,Round Lake Blvd and Northdale,6127902009,13131 Riverdale Dr NW,13131 Riverdale Dr NW,,,Anoka,MN,55448,Central,US,"(45.2090263366699, -93.3584289550781)",45.20902634,-93.35842896,Central Standard Time,-360,GMT-06:00 America/Chicago
1662,1471,11000,Arlington Heights & Golf Road,8476402779,1808 South Arlington Heights Road,1808 South Arlington Heights Road,,,Arlington Heights,IL,60005,Central,US,"(42.052604675293, -87.9823760986328)",42.05260468,-87.9823761,Central Standard Time,-360,GMT-06:00 America/Chicago
1664,1475,11000,Barrington,8478428048,"101 W. Main St., Barrington Village Center",101 W. Main St.,,Barrington Village Center,Barrington,IL,60010,Central,US,"(42.1540565490723, -88.1362915039063)",42.15405655,-88.1362915,Central Standard Time,-360,GMT-06:00 America/Chicago
1675,1472,15000,Northwest Hwy & Elmhurst Rd,8472531188,90 East Northwest Highway,90 East Northwest Highway,,,Mount Prospect,IL,60056,Central,US,"(42.0633544921875, -87.9355773925781)",42.06335449,-87.93557739,Central Standard Time,-360,GMT-06:00 America/Chicago
1696,1471,10000,Higgins & Meacham,2242232528,1261 East Higgins Road,1261 East Higgins Road,,,Schaumburg,IL,60173,Central,US,"(42.039363861084, -88.048828125)",42.03936386,-88.04882813,Central Standard Time,-360,GMT-06:00 America/Chicago
1700,1465,15000,Roosevelt & Summit,(224) 500-9575,17 W 633 Roosevelt Road,17 W 633 Roosevelt Road,,,Oakbrook Terrace,IL,60181,Central,US,"(41.8600807189941, -87.9739685058594)",41.86008072,-87.97396851,Central Standard Time,-360,GMT-06:00 America/Chicago
1712,1456,19000,159th & LaGrange,708-403-1461,15858 South LaGrange Road,15858 South LaGrange Road,,,Orland Park,IL,60462,Central,US,"(41.603816986084, -87.8534317016602)",41.60381699,-87.8534317,Central Standard Time,-360,GMT-06:00 America/Chicago
1762,1469,8000,"ORD OHare Terminal 1, Baggage Claim",773-686-6181,Circular Building #6,Circular Building #6,,,Chicago,IL,60666,Central,US,"(41.9791107177734, -87.9062652587891)",41.97911072,-87.90626526,Central Standard Time,-360,GMT-06:00 America/Chicago
1807,1353,14000,Target Chesterfield T-1353,636-536-6207,40 THF Blvd,40 THF Blvd,,,Chesterfield,MO,63005,Central,US,"(38.6674957275391, -90.5852813720703)",38.66749573,-90.58528137,Central Standard Time,-360,GMT-06:00 America/Chicago
1857,1296,15000,Ramey-Price Cutter-Nixa #55,417-725-6166,400 Massey Road,400 Massey Road,,,Nixa,MO,65714,Central,US,"(37.047737121582, -93.30322265625)",37.04773712,-93.30322266,Central Standard Time,-360,GMT-06:00 America/Chicago
1863,1363,11000,Dillons Store-Lawrence #98,785-842-2942,1740 S Massachusetts St,1740 S Massachusetts St,,,Lawrence,KS,66044,Central,US,"(38.9528656005859, -95.2359008789063)",38.9528656,-95.23590088,Central Standard Time,-360,GMT-06:00 America/Chicago
1964,1158,11000,Angel & Lucas,2145515427,2680 Lucas Road,2680 Lucas Road,,,Lucas,TX,75002,Central,US,"(33.0859184265137, -96.6186065673828)",33.08591843,-96.61860657,Central Standard Time,-360,GMT-06:00 America/Chicago
2014,1152,16000,Teavana - Dallas Galleria,972-788-9340,"13350 DALLAS PKWY, STE 2615, Dallas Galleria",13350 DALLAS PKWY,STE 2615,Dallas Galleria,Dallas,TX,75240,Central,US,"(32.9306373596191, -96.8210983276367)",32.93063736,-96.82109833,Central Standard Time,-360,GMT-06:00 America/Chicago
2114,1049,20000,1960 & Champion Forest,2818930556,5602 FM 1960 Rd W,5602 FM 1960 Rd W,,,Houston,TX,77069,Central,US,"(29.9798069000244, -95.5135650634766)",29.9798069,-95.51356506,Central Standard Time,-360,GMT-06:00 America/Chicago
2214,1033,15000,1604 & Braun,2106889553,9950 West Loop 1604 North,9950 West Loop 1604 North,,,San Antonio,TX,78254,Central,US,"(29.5347938537598, -98.6816482543945)",29.53479385,-98.68164825,Central Standard Time,-360,GMT-06:00 America/Chicago
2264,1231,8000,Target Amarillo - T-221,806-358-4030,8201 I-40 W,8201 I-40 W,,,Amarillo,TX,79121,Central,US,"(35.1865844726563, -101.930641174316)",35.18658447,-101.9306412,Central Standard Time,-360,GMT-06:00 America/Chicago
2283,1393,18000,64th & Ward,,12395 West 64th Avenue,12395 West 64th Avenue,,,Arvada,CO,80004,West,US,"(39.8132095336914, -105.137313842773)",39.81320953,-105.1373138,Mountain Standard Time,-420,GMT-07:00 America/Denver
2288,1387,14000,S. Parker Rd & E. Quincy Ave,3036806304,13702 E Quincy Ave,13702 E Quincy Ave,,,Aurora,CO,80015,West,US,"(39.6378707885742, -104.828552246094)",39.63787079,-104.8285522,Mountain Standard Time,-420,GMT-07:00 America/Denver
2293,1394,11000,King Sooper Arvada # 55,303-424-0670,9983 Wadsworth Pkwy,9983 Wadsworth Pkwy,,,Westminster,CO,80021,West,US,"(39.8431854248047, -105.08194732666)",39.84318542,-105.0819473,Mountain Standard Time,-420,GMT-07:00 America/Denver
2301,1387,11000,"Hampden & Santa Fe, Sheridan",3037611675,3500 A River Point Parkway,3500 A River Point Parkway,,,Denver,CO,80110,West,US,"(39.6528053283691, -105.012954711914)",39.65280533,-105.0129547,Mountain Standard Time,-420,GMT-07:00 America/Denver
2322,1390,14000,King Soopers - Denver #1,,1331 N Speer Blvd,1331 N Speer Blvd,,,Denver,CO,80204,West,US,"(39.7375144958496, -104.997352600098)",39.7375145,-104.9973526,Mountain Standard Time,-420,GMT-07:00 America/Denver
2333,1395,8000,"104th & Bannock, Northglenn",3032555628,200 W. 104th Ave.,200 W. 104th Ave.,,,Northglenn,CO,80234,West,US,"(39.8847808837891, -104.99006652832)",39.88478088,-104.9900665,Mountain Standard Time,-420,GMT-07:00 America/Denver
